0	0.182907490312500	0.328786407187500	0.432449980312500	0.185284759687500	0.363480920625000	0.475122731250000	0.492574257812500	0.400698535625000	0.461406250000000	0.477692039062500	0.494627681875000	0.223285377500000	0.428829828437500	0.492691729062500
0	0	0.158489381562500	0.240442864062500	0.0506122100000000	0.155812810625000	0.272919348750000	0.384010829687500	0.231271967187500	0.369009592812500	0.367212460000000	0.430827453437500	0.102898411875000	0.270711222187500	0.437540841250000
0	0	0	0.0566900793750000	0.235660065937500	0.0521575921875000	0.139993810625000	0.273720502500000	0.142941421250000	0.198158931875000	0.238117988125000	0.360559611562500	0.287617366250000	0.192045485937500	0.353248864375000
0	0	0	0	0.383424712187500	0.178419244062500	0.0916387193750000	0.114372629687500	0.207455650937500	0.174991134375000	0.231516291250000	0.189603233437500	0.372291255625000	0.219766608750000	0.222742057812500
0	0	0	0	0	0.178530630937500	0.390643357812500	0.406513925000000	0.198234015312500	0.424428940312500	0.395706785625000	0.410901300000000	0.0788499337500000	0.237260106250000	0.451533004062500
0	0	0	0	0	0	0.0808184756250000	0.144240305312500	0.0764317340625000	0.151173785000000	0.215858396250000	0.242909756250000	0.227910062812500	0.0805213487500000	0.283660482187500
0	0	0	0	0	0	0	0.0496204643750000	0.147929454375000	0.0352784709375000	0.0748183781250000	0.114159655937500	0.383286305000000	0.165177494062500	0.150537846562500
0	0	0	0	0	0	0	0	0.285562603437500	0.0905151581250000	0.0307358684375000	0.0607119456250000	0.447779600312500	0.224377788437500	0.0597119412500000
0	0	0	0	0	0	0	0	0	0.0949672050000000	0.195735354062500	0.263092406250000	0.192130470312500	0.0476036559375000	0.302597253437500
0	0	0	0	0	0	0	0	0	0	0.0385709575000000	0.0987584575000000	0.408221843750000	0.0326577987500000	0.107195646875000
0	0	0	0	0	0	0	0	0	0	0	0.0151124162500000	0.465227929062500	0.176584468750000	0.0219892721875000
0	0	0	0	0	0	0	0	0	0	0	0	0.477443173125000	0.375920378125000	0.0130417718750000
0	0	0	0	0	0	0	0	0	0	0	0	0	0.240254747500000	0.387847359687500
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236346328437500
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
