0	0.539462000000000	0.685304461538462	0.616385000000000	0.717985769230769	0.674966692307692	0.535349000000000	0.539795538461538	0.605380153846154	0.779013000000000	0.745108923076923	0.484659923076923	0.731213846153846	0.689862230769231	0.488995076923077	0.789239615384615	0.455647000000000	0.802579000000000
0	0	0.730991538461538	0.706869692307692	0.663072615384615	0.649622153846154	0.453534923076923	0.407848000000000	0.465318000000000	0.684415307692308	0.520564769230769	0.419630923076923	0.661071461538462	0.473210384615385	0.479435384615385	0.703868461538462	0.532014153846154	0.731213923076923
0	0	0	0.663961846153846	0.722098846153846	0.729546692307692	0.764228538461539	0.517896846153846	0.608603846153846	0.803023692307692	0.495998230769231	0.583592769230769	0.786460615384615	0.423855000000000	0.604046153846154	0.589150769230769	0.682859000000000	0.657847923076923
0	0	0	0	0.808136923076923	0.744442000000000	0.617385461538461	0.561694230769231	0.475767076923077	0.687527769230769	0.462761384615385	0.664851076923077	0.560471384615385	0.661071538461538	0.532125384615385	0.632169923076923	0.470653538461539	0.536571923076923
0	0	0	0	0	0.585148923076923	0.719542000000000	0.573032461538462	0.506780692307692	0.627167692307692	0.614273000000000	0.581925307692308	0.729546384615385	0.609937846153846	0.413628230769231	0.775678153846154	0.546576307692308	0.697532153846154
0	0	0	0	0	0	0.572587769230769	0.700311230769231	0.644064000000000	0.777456846153846	0.626167230769231	0.568808307692308	0.697310000000000	0.702312307692308	0.425189076923077	0.668630384615385	0.448421615384615	0.688083615384616
0	0	0	0	0	0	0	0.597487769230769	0.716651846153846	0.690862615384615	0.678079000000000	0.546798692307692	0.652178846153846	0.608603846153846	0.667074230769231	0.493552615384615	0.465651384615385	0.576478461538462
0	0	0	0	0	0	0	0	0.626056076923077	0.569586461538462	0.719208538461538	0.588039076923077	0.786571769230769	0.483881692307692	0.525122230769231	0.502223153846154	0.426522923076923	0.498666153846154
0	0	0	0	0	0	0	0	0	0.737438846153846	0.445309153846154	0.419519769230769	0.651956384615385	0.414295307692308	0.681191615384616	0.657403230769231	0.613494923076923	0.371387230769231
0	0	0	0	0	0	0	0	0	0	0.346932000000000	0.527679076923077	0.549133000000000	0.446420692307692	0.734215230769231	0.613939692307692	0.714984384615385	0.674633307692308
0	0	0	0	0	0	0	0	0	0	0	0.638617076923077	0.612383307692308	0.503334846153846	0.638728307692308	0.702979230769231	0.677300846153846	0.721765230769231
0	0	0	0	0	0	0	0	0	0	0	0	0.715984846153846	0.503001384615385	0.634059538461539	0.650844769230769	0.599822000000000	0.709982153846154
0	0	0	0	0	0	0	0	0	0	0	0	0	0.679302000000000	0.724099615384615	0.502000923076923	0.657069692307692	0.547799153846154
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773677153846154	0.385504692307692	0.671965384615385	0.624277461538461
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564695461538462	0.711872076923077	0.463761692307692
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722209769230769	0.589039692307692
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428079153846154
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
