0	0.502816898333333	0.598004705000000	0.319014086666667	0.256338031666667	0.463028166666667	0.651760565000000	0.688145546666667	0.591549291666667	0.674647885000000	0.704225348333333
0	0	0.206807505000000	0.690140833333333	0.724178393333333	0.368228889310197	0.367797408759786	0.377870239123522	0.363497662500000	0.518075121666667	0.542190675497748
0	0	0	0.782900538759848	0.693309876666667	0.141901408333333	0.437206571666667	0.264084500000000	0.359037556666667	0.300938969166667	0.503239610821455
0	0	0	0	0.0484741783333333	0.785563373333333	0.847731413672747	0.817018771666667	0.770070406666667	0.833920180000000	0.827347420000000
0	0	0	0	0	0.749882640000000	0.782511720000000	0.736150230000000	0.701916425509217	0.683450716666667	0.825938966666667
0	0	0	0	0	0	0.432629108333333	0.143427225833333	0.248440870783722	0.200469487500000	0.330516435000000
0	0	0	0	0	0	0	0.379107986666667	0.273239432500000	0.427582153333333	0.471948364166667
0	0	0	0	0	0	0	0	0.300234745000000	0.122065728333333	0.230046948333333
0	0	0	0	0	0	0	0	0	0.270506910491152	0.532511738333333
0	0	0	0	0	0	0	0	0	0	0.385328642500000
0	0	0	0	0	0	0	0	0	0	0
