0	0.821138181818182	0.677876318181818	0.488667181818182	0.200911500000000	0.545269727272727	0.721421545454545	0.669807863636364	0.544222681818182	0.568366636363636	0.491377136363636	0.734971500000000	0.320214363636364	0.827482136363636	0.604274318181818	0.573170727272727
0	0	0.308635136363636	0.472530136363636	0.813931954545455	0.653178227272727	0.243163272727273	0.390798227272727	0.596821954545455	0.673872909090909	0.773220045454545	0.652315772727273	0.722714909090909	0.471667863636364	0.439517090909091	0.463045181818182
0	0	0	0.613143636363636	0.644493727272727	0.581978318181818	0.497166909090909	0.664018227272727	0.506590272727273	0.530241318181818	0.386856409090909	0.821692500000000	0.575388181818182	0.547240681818182	0.236080454545455	0.417713772727273
0	0	0	0	0.625893000000000	0.641660500000000	0.362342909090909	0.349347136363636	0.529379227272727	0.612404454545455	0.707193772727273	0.441549590909091	0.515890636363636	0.542066909090909	0.502648500000000	0.272850409090909
0	0	0	0	0	0.634947000000000	0.704175909090909	0.741192409090909	0.663156000000000	0.492547409090909	0.304446954545455	0.865176272727273	0.407119909090909	0.850886863636364	0.548102954545455	0.589677409090909
0	0	0	0	0	0	0.585304181818182	0.691672818181818	0.327482181818182	0.211382136363636	0.478135000000000	0.782458863636364	0.668760727272727	0.768046318181818	0.601564454545455	0.551798500000000
0	0	0	0	0	0	0	0.303338272727273	0.461690090909091	0.485526000000000	0.660569090909091	0.553954136363636	0.472468636363637	0.445368272727273	0.371951090909091	0.338383727272727
0	0	0	0	0	0	0	0	0.457871409090909	0.666543454545455	0.760901818181818	0.413217500000000	0.480044409090909	0.554139000000000	0.619364500000000	0.394062590909091
0	0	0	0	0	0	0	0	0	0.163710272727273	0.447523954545455	0.624969227272727	0.343680636363636	0.723577136363636	0.519770863636364	0.559497363636364
0	0	0	0	0	0	0	0	0	0	0.315718136363636	0.800381863636364	0.481153045454546	0.770756318181818	0.588383818181818	0.614621681818182
0	0	0	0	0	0	0	0	0	0	0	0.846021090909091	0.648127590909091	0.761887136363637	0.566519000000000	0.678184272727273
0	0	0	0	0	0	0	0	0	0	0	0	0.615915227272727	0.516506500000000	0.672579454545455	0.667036363636364
0	0	0	0	0	0	0	0	0	0	0	0	0	0.689702000000000	0.532089090909091	0.544469136363636
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379588636363636	0.421347636363636
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293114136363636
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
